"";"city";"country";"type";"name";"lat";"lon"
"537";"Pittsburgh";"USA";"epochSmaller";"Pittsburgh";"40.4416941";"-79.9900861"
"539";"Portland";"USA";"epochSmaller";"Portland";"45.5202471";"-122.6741949"
"56";"Richmond";"USA";"epochSmaller";"Richmond";"49.163168";"-123.137414"
"542";"Rochester";"USA";"epochSmaller";"Rochester";"43.157285";"-77.615214"
"544";"Sacramento";"USA";"epochSmaller";"Sacramento";"38.5815719";"-121.4943996"
"545";"Saint Paul";"USA";"epochSmaller";"Saint Paul";"44.9504037";"-93.1015026"
"548";"San Antonio";"USA";"epochSmaller";"San Antonio";"29.4246002";"-98.4951405"
"550";"San Francisco";"USA";"epochSmaller";"San Francisco";"37.7792808";"-122.4192363"
"554";"Seattle";"USA";"epochSmaller";"Seattle";"47.6038321";"-122.3300624"
"557";"Spokane";"USA";"epochSmaller";"Spokane";"47.6579425";"-117.4212265"
"560";"Tacoma";"USA";"epochSmaller";"Tacoma";"47.2495798";"-122.4398746"
"166.1";"Toledo";"USA";"epochSmaller";"Toledo";"39.8560679";"-4.0239568"
"566";"Washington";"USA";"epochSmaller";"Washington";"38.8948932";"-77.0365529"
"567";"Wichita";"USA";"epochSmaller";"Wichita";"37.6922361";"-97.3375448"
"569";"Yonkers";"USA";"epochSmaller";"Yonkers";"40.9312099";"-73.8987469"
"363";"Aberdeen";"UK";"epochSmaller";"Aberdeen";"57.1482429";"-2.0928095"
"365";"Bath";"UK";"epochSmaller";"Bath";"51.3813864";"-2.3596963"
"366";"Birkenhead";"UK";"epochSmaller";"Birkenhead";"53.3943509";"-3.0191569"
"367";"Blackburn";"UK";"epochSmaller";"Blackburn";"53.749326";"-2.4840566"
"368";"Brighton";"UK";"epochSmaller";"Brighton";"50.8220399";"-0.1374061"
"370";"Cardiff";"UK";"epochSmaller";"Cardiff";"51.4816546";"-3.1791934"
"371";"Coventry";"UK";"epochSmaller";"Coventry";"52.4081812";"-1.510477"
"372";"Darlington";"UK";"epochSmaller";"Darlington";"54.53525645";"-1.552942975"
"373";"Derby";"UK";"epochSmaller";"Derby";"52.9212617";"-1.4761491"
"375";"Dudley";"UK";"epochSmaller";"Dudley";"52.5110832";"-2.0816813"
"376";"Dundee";"UK";"epochSmaller";"Dundee";"56.4605938";"-2.97019"
"378";"Hartlepool";"UK";"epochSmaller";"Hartlepool";"54.6857276";"-1.2093696"
"379";"Huddersfield";"UK";"epochSmaller";"Huddersfield";"53.6466645";"-1.7822482"
"30.1";"Hull";"UK";"epochSmaller";"Hull";"45.4371637";"-75.7241942"
"382";"Leicester";"UK";"epochSmaller";"Leicester";"52.6361398";"-1.1330789"
"384";"Middlesbrough";"UK";"epochSmaller";"Middlesbrough";"54.5461946";"-1.235830489"
"385";"Newcastle-upon-Tyne";"UK";"epochSmaller";"Newcastle-upon-Tyne";"54.9738474";"-1.6131572"
"387";"Norwich";"UK";"epochSmaller";"Norwich";"52.628606";"1.29227"
"388";"Nottingham";"UK";"epochSmaller";"Nottingham";"52.9534193";"-1.1496461"
"390";"Plymouth";"UK";"epochSmaller";"Plymouth";"50.3712659";"-4.1425658"
"392";"Portsmouth";"UK";"epochSmaller";"Portsmouth";"50.8036831";"-1.075614"
"393";"Preston";"UK";"epochSmaller";"Preston";"53.7593363";"-2.6992717"
"395";"Rotherham";"UK";"epochSmaller";"Rotherham";"53.4310417";"-1.355187"
"399";"Southampton";"UK";"epochSmaller";"Southampton";"50.9137978";"-1.399040483"
"401";"Stoke-on-Trent";"UK";"epochSmaller";"Stoke-on-Trent";"53.0162014";"-2.1812607"
"402";"Sunderland";"UK";"epochSmaller";"Sunderland";"54.9063791";"-1.375053"
"403";"Swansea";"UK";"epochSmaller";"Swansea";"51.6195955";"-3.9459248"
"405";"Walsall";"UK";"epochSmaller";"Walsall";"52.5847949";"-1.9822687"
"407";"Wolverhampton";"UK";"epochSmaller";"Wolverhampton";"52.5847651";"-2.127567"
"680";"Astrakhan";"Soviet";"epochSmaller";"Astrakhan";"46.35";"48.03333333"
"NA";"Chisi0u";"Soviet";"epochSmaller";NA;NA;NA
"692";"Dniepropetrovsk";"Soviet";"epochSmaller";"Dniepropetrovsk";"48.45";"34.98"
"695";"Ekaterinburg";"Soviet";"epochSmaller";"Ekaterinburg";"56.83333333";"60.58333333"
"696";"Erevan";"Soviet";"epochSmaller";"Erevan";"40.18";"44.51"
"698";"Gomel";"Soviet";"epochSmaller";"Gomel";"52.44";"30.98"
"701";"Irkutsk";"Soviet";"epochSmaller";"Irkutsk";"52.28333333";"104.3"
"705";"Kaluga";"Soviet";"epochSmaller";"Kaluga";"54.51666667";"36.26666667"
"669";"Kazan";"Soviet";"epochSmaller";"Kazan";"55.78333333";"49.11666667"
"670";"Kharkiv";"Soviet";"epochSmaller";"Kharkiv";"50";"36.25"
"712";"Kherson";"Soviet";"epochSmaller";"Kherson";"46.63";"32.6"
"671";"Kiiv";"Soviet";"epochSmaller";"Kiiv";"50.43";"30.52"
"714";"Kirov";"Soviet";"epochSmaller";"Kirov";"58.6";"49.65"
"721";"Kursk";"Soviet";"epochSmaller";"Kursk";"51.71666667";"36.18333333"
"726";"Mikolaiv";"Soviet";"epochSmaller";"Mikolaiv";"49.52";"23.98"
"727";"Minsk";"Soviet";"epochSmaller";"Minsk";"53.9";"27.57"
"673";"Nizhni-Novgorod";"Soviet";"epochSmaller";"Nizhni-Novgorod";"56.31666667";"44"
"675";"Odesa";"Soviet";"epochSmaller";"Odesa";"46.47";"30.73"
"738";"Omsk";"Soviet";"epochSmaller";"Omsk";"54.96666667";"73.38333333"
"739";"Orel";"Soviet";"epochSmaller";"Orel";"52.96666667";"36.08333333"
"740";"Penza";"Soviet";"epochSmaller";"Penza";"53.2";"45.01666667"
"741";"Perm";"Soviet";"epochSmaller";"Perm";"58";"56.25"
"742";"Poltava";"Soviet";"epochSmaller";"Poltava";"49.58";"34.57"
"676";"Riga";"Soviet";"epochSmaller";"Riga";"56.95";"24.1"
"745";"Rostov-on-Don";"Soviet";"epochSmaller";"Rostov-on-Don";"47.23333333";"39.71666667"
"746";"Ryazan";"Soviet";"epochSmaller";"Ryazan";"54.61666667";"39.71666667"
"747";"Samara";"Soviet";"epochSmaller";"Samara";"53.18333333";"50.11666667"
"678";"Saratov";"Soviet";"epochSmaller";"Saratov";"51.53333333";"46"
"750";"Sevastopol";"Soviet";"epochSmaller";"Sevastopol";"44.6";"33.53"
"752";"Tallinn";"Soviet";"epochSmaller";"Tallinn";"59.43333333";"24.75"
"753";"Tambov";"Soviet";"epochSmaller";"Tambov";"52.71666667";"41.43333333"
"756";"Tbilisi";"Soviet";"epochSmaller";"Tbilisi";"41.73";"44.79"
"759";"Tomsk";"Soviet";"epochSmaller";"Tomsk";"56.5";"84.96666667"
"760";"Tula";"Soviet";"epochSmaller";"Tula";"54.2";"37.61666667"
"761";"Tver";"Soviet";"epochSmaller";"Tver";"56.86666667";"35.9"
"762";"Ufa";"Soviet";"epochSmaller";"Ufa";"54.73333333";"55.96666667"
"763";"Ulianovsk";"Soviet";"epochSmaller";"Ulianovsk";"54.31666667";"48.38333333"
"764";"Vilnius";"Soviet";"epochSmaller";"Vilnius";"54.68";"25.32"
"766";"Vitebsk";"Soviet";"epochSmaller";"Vitebsk";"55.19";"30.19"
"771";"Voronezh";"Soviet";"epochSmaller";"Voronezh";"51.66666667";"39.18333333"
"772";"Yaroslavl";"Soviet";"epochSmaller";"Yaroslavl";"57.63333333";"39.86666667"
